,id,text,label
13,54d4bce7-063b-4f88-a10d-60d913cef7cc,"❤❤Vay 1-10tr với 0% LÃI SUẤT trong 10NGÀY 
Sau 10 NGÀY có thể trả hoặc gia hạn thêm
Đăng kí xong 15-30 phút NHẬN TIỀN LUÔN. 👏👏👏👏
Chỉ có thể là #MONEY CAT 🐱
👆CHỈ CẦN  SDT+THẺ ATM DKY VAY TỪ 1TR .
👆TỐI ĐA 10TR.CHU KỲ 90NGÀY. MIỄN PHÍ 10NGÀY ĐẦU TIÊN 0%LÃI SUẤT .🌹
👆ĐỘ TUỔI 22_60.ÁP DỤNG TOÀN QUỐC.Chi tiết truy cập  https://shorten.asia/9qQe8ng1",['dangerous_content']
14,46557ea3-3ae6-4018-9a73-21a65acf53df,Đứa đếch nào chẳng 2 vú 1 lồn quan trọng là có dc chén không thôi 😂😂😂,"['sexaully_explixit', 'hate_speech']"
15,30eb100e-fb05-4305-b686-a94e76f14af1,Bố m lại ỉa vào mồm m bây giờ thằng chó Đạt Nguyễn này,"['hate_speech', 'harassment']"
16,810b4f73-540e-4105-b597-1b7075446190,Cho minh hỏi minh muốn hoc minh khóa cắt đc ko,['normal']
17,466bcece-73b1-47b5-9a99-2111b50e89f0,Mau do bo be trai minh lay 4 mau size so 4 nha,['normal']
18,3c2d0fdc-9f8d-49f3-ad62-503522a654ef,Tranle Hieuchien len chuc ba khi mo day Ma ko trinh lang he,['normal']
19,bf5a2d6f-b77f-4c42-ad50-d43d9af09e04,Thích nhất những cô gái có mái tóc dài và đen 👍😜😋😋😋,['normal']
20,e97bf6c7-a444-45d6-9c34-dbc245cb27a1,Đốt nhu kia nhjn thay co vẻ la cug dau day nhj. Ma cac thanh xam Zoi thi xoa lm gj. Xoa ko thanh seo moi là lạ.,['normal']
21,bbb89177-a94a-4a68-9a84-cafe72681bdc,Kiều Thị Huyền  thả tim cmt để mình tìm ny chứ vã lắm roiif,['normal']
22,07d8b91f-078d-49be-8415-02f2b84dc63d,"chào anh , e inbox nhá để e có thể tư vấn cho anh tốt hơn ạ(sdt e 0981.57.3333)",['normal']
23,4eb69529-afcd-422c-ae18-01448e676fe3,"E có bán viên đặt siêu khít bím. Khít rịt từ viên đặt đầu tiên.
bất Chấp Sinh 3.4 bé Luôn nhé 
ĐẶC BIỆT; Không kiêng quan hệ. 
Chị em nào muốn tân trang lại cô bé, muốn hâm nóng tình cảm vợ chồng 
Muốn gây thương nhớ cho người yêu. 
Inbox e tư vấn nhév",['sexaully_explixit']
24,268ea0cf-e931-4825-ab81-28956e4fd9c8,Cầm vài bcs sang nhé.nhà cô ông giáo dùng hết sạch rồi🤣🤣,['sexaully_explixit']
25,2d76655c-3406-436b-8c62-89b5ff868498,Nguyễn Q. Huy thôi im mẹ mồm đi.. hẳn một rổ lại cừn,['hate_speech']
26,549d0b95-e0bd-43e0-bd8f-7aaf58a6a960,"🍀Vay 500k trong vòng 10ngay thanh toán vẫn 500k nè thích k.
💸  Cho vay từ 500k - 10triệu đồng. Chỉ cần có thu nhập ổn định thôi..
https://shorten.asia/wtRfxyS8",['dangerous_content']
27,49189cd1-c7e6-4911-823d-2b73b9e1972a,22185 Marky Sanderson Hồi Du Đình Vo Nguyet Minh Nguyen  giả kim thuật sư ạ :'( cả đơichưà bg muốn khao khát trúng ntn ;A!,['normal']
28,0bf27c13-c0a3-4ada-a094-746a38e9ef2b,Lazy boy là thằng streamer bẩn tính nhất fb. Phế cứ đổi cho team vớ va vớ vẩn,['harassment']
29,9a280458-21a9-4fbe-ba93-2488ffad5b57,Vũ Nguyễn m sai r m loại 4 là ctm sẽ có ny cmt dạo sẽ có ny,['normal']
30,f59c526b-51f7-4b53-b338-f5a13d14aeec,Mình nên tạo một nhóm để quyên góp cho các e,['normal']
31,2ed42143-bf14-4010-9b63-f68918705e66,M cũng chọn 4 nhưng có vẻ nói k giống m,['normal']
32,19ac2b80-b3f2-4eb2-a32b-1be9f320bdbe,"👉 Mình đã vay thành công ở đây đc 10tr.TRẢ GÓP 3 THÁNG
👉LÃI  chỉ có 0.7-0.9%
📢hồ sơ chỉ CÓ CMT thôi
📢có hỗ trợ nợ xấu lun
BẠN NÀO CẦN VAY CÓ THỂ THAM KHẢO Ạ
.👉👉link bên dưới
https://shorten.asia/bByh2T7N",['dangerous_content']
33,ac309268-fa98-4d49-a815-fe2e1a6f380a,Học viện hân hạnh được gặp em vào 1 ngày sớm nhất em nha <3,['normal']
34,80fcb0f5-7ff8-4b30-a019-8b2b13f80fdc,"Vũ Thủy cảm động thật bạn hé bạn, nhưng vẫn còn gây ro lắm vì mẹ chồng muốn chia cắt",['normal']
35,3a20d39a-6397-4378-a0b2-1e5a1ab252a7,Đặng Thái Đạt cưới đi để ae tập trung bựa Hoàng Thái Nguyên hè,['normal']
36,04bbc021-0b85-4c89-8b5d-78bcc5526883,Lại một nông dân lớp 7 sáng chế máy cắt đá,['normal']
37,e1f721bf-f865-4c9d-94ef-4d8748cbca15,"Avay ! Duyệt vay siêu tốc lên đến 70 triệu! E vừa vay thành công nên chia sẻ cho bác nào cần ạ😍
✔Vay 10tr trả góp 24 tháng, mỗi tháng 554k ( bao gồm gốc và lãi)
✔Vay 20Tr trả góp 24 tháng, mỗi tháng 1tr ( bao gồm cả gốc và lãi)   ✅Chỉ cần cmnd+ shk hoặc blx 
➩ K đóng phí trước
➩ K thẩm định 
➩ K gọi người thân
➩ K chứng minh thu nhập
➲ Đăng ký nhanh online mất 2 phút
Đăng ký miễn phí tại 👇 https://shorten.asia/FuMC3THcRobocash 
✅Vay lần đầu 3tr 0℅ lãi suất 10 ngày
✅Vay lần 2 lên đến 10tr 
✅Giải ngân trong ngày
✅Chỉ cần Cmt +ATM 😍
✴đăng ký miễn phí 👉https://shorten.asia/86dAWU94",['dangerous_content']
38,80fe5775-50f1-4507-b1e1-eb72dc4fd207,Quảng Châu . Con ốm nhưng vẫn tranh thủ xem live chị Nhàn. Vì hàng đẹp quá,['normal']
39,73cdebb4-c053-4ed6-ac97-9821ec71868f,Phan Thắm bên ngoài dễ thương bên trong táo bạo= my guuu🤣,['normal']
40,d7d89322-d3c8-4382-9dbb-65677335602e,"Không í nó thay thế cho nước hoa hồng, serum, sữa dưỡng, kem dưỡng nhá hihi",['normal']
41,e9b6a08a-058f-4c5a-8b59-a45c992baa85,Chắc cái bà này  bị nhiễm nhiều bệnh đây bệnh ngu học và bệnh nói ra chó cũng phải ỉa vào mồm bà  không giúp được gì thì  câm lại nói ra  họ ỉa vào mồm bà đấy,"['hate_speech', 'harassment']"
42,b78caea5-131f-4ff6-a3b6-0874a595161a,Áo đôi kìa vậy chuẩn bị có vlog mới của ông tùng rồi :((,['normal']
43,97a9de49-bc85-46e1-81ba-6bc112a6ffe6,Loan ơi cho chị hỏi độ ồn thực tế của máy này thế nào? Độ nóng sau khi hoạt động khoảng từ 20-30p? Và cái đầu multi clean có xoay đc hay ko nhé ✌️,['normal']
44,8669747f-72b1-4d0c-aaae-0ba65ebc866d,Địt mẹ mày làm ăn như cc tao thu phí thì cao? Khách ko trả mày mày lại cho tao vào đây đăng lên à? Đm mày 190 trương công định mai tao ra gặp mày! ,"['harassment', 'hate_speech']"
45,428b10a5-1f64-44f3-8a6f-d84208183f42,Một khoá học bao nhiêu tiền. Có thể học buổi sáng từ 6h-8h được k?,['normal']
46,87dc1ed2-97a2-488e-ab8d-ab40548d49d6,"♦♦ Shinhan Finance Khách hàng có thu nhập tối thiểu 4 triệu đồng/ tháng Khách hàng đi làm hưởng lương (21 - 55 đối với nữ và 21 - 58 đối với nam) hoặc Tự doanh (21 - 65 tuổi) Sống tại TP.HCM, Hà Nội, Đà Nẵng, Hưng Yên, Đà Nẵng, Bình Dương, Hải Dương, Bắc Ninh và một số huyện Đồng Nai, Long An, Bà Rịa - Vũng Tàu, Quảng Nam, Vĩnh Phúc, Khánh Hòa, Quảng Ngãi, Cần Thơ, Vĩnh Long, Hậu Giang, Bình Định, Thái Nguyên, Bắc Giang, Thanh Hóa, Nam Định, Hà Nam, Thái Bình, Phú Thọ và Huế. Các lợi ích khi tham gia: Khoản vay tiêu dùng tối đa trong điều kiện của khách hàng Thời hạn vay 12 - 48 tháng Lãi suất 18 - 38%/năm trên dư nợ giảm dần Giải ngân nhanh chóng sau khi hồ sơ được duyệt ĐĂNG KÝ https://shorten.asia/qd6zFvr4",['dangerous_content']
47,6ab49750-c012-4fec-8e58-d55c0bc96ec7,"😍👉VAY CỰC DỄ 👉Xét duyệt tự động, Giải ngân siêu tốc 
✅👉Chỉ cần CMND là vay được .
👉Ai cần vay đký tại đây 👉  https://shorten.asia/rV3g9U51",['dangerous_content']
48,bef025cd-b012-4c62-aca5-6cfb57260fb9,"Chào bạn, Bạn vui lòng kiểm tra inbox giúp Shop nhé! Cám ơn bạn.",['normal']
49,d7a645b0-8881-4ba0-a27d-61f31908a8d3,"dạ Chị muốn mua hàng cho em xin sdt và địa chỉ của mình, bên em sẽ liên hệ chốt đơn cho mình ạ",['normal']
50,24729abd-29b6-443f-a49d-d5d3189160e4,"Sơn Black Bạn nhấn vào link like pepa giúp mình vs ak 
https://m.facebook.com/hadinhtien36tx/?ref=bookmarks",['dangerous_content']
51,56fe61d5-315d-4898-a96e-60d8c7d08cbe,Con cám ơn Cha .câu chuyện thật cảm động và rất ý nghĩa.,['normal']
52,8d3883ee-701e-4522-be56-30ab4c73581d,Tai sao các ban lai co the hô do nhu vay chu các ban co biết lam nhu vay la da hai ca cuộc sống của minh va ca nc VN do nếu thật su iu nước thi hay tham da biểu tinh chung quốc chu dung nen lam hanh động ngu ngốc nay nữa,['dangerous_content']
53,850aa93c-0fee-42ae-abe2-1ccccf6b6dc7,Hà Hiển Vậy bạn không phải nhịn ăn bạn nhé. Rất hân hạnh được phục vụ bạn!,['normal']
54,4303f081-e30e-444e-9fe6-12954cbebef4,Trang Phúc  thà ra ngõ phang con đề lấy tiền cho nhanh 😀,['dangerous_content']
55,0af4b7f5-863f-40f0-b812-0d9231b1ee01,"Phạm Tấn Đạt quân tử vs quân tử đâu phải lúc nào cũng đứng trên cùng chiến tuyến. Ví dụ 2 quân tử ở 2 công ty đối lập cạnh tranh, hoặc 2 tướng tài của 2 đất nước thù địch. Nghĩa là dù có là kẻ thù của quân tử, thì cũng giúp ta phát triển hơn dù k cùng phe. Còn làm bạn với tiểu nhân, thì dù là phe mình cũng phải dè chừng, vì có thể bị đâm sau lưng mọi lúc mà mình k ngờ đc",['normal']
56,1d88b995-c10e-4f3b-9b34-f0e4340ba483,Ph Huyen Ng lồn má đi đâu cũng ám d má,['hate_speech']
57,83cf13ab-ab8c-4649-9a57-dd354a344ddd,Cứ vậy miết rồi chừng nào mới thoát dc khỏi sự u mê này đây ! Chắc Tết sang năm lun quá,['normal']
58,bf392ef4-5977-4a6a-95f4-cdc182d68bd6,Nguyễn Ngọc Trầm Huế kéo xem cmt từ trên xuống dưới thấy thích nhất mỗi câu này.,['normal']
59,bd2638dd-49a0-4451-8bf1-4025790830a2,"money cat vay trực tuyến, k thẩm định, chỉ cần sđt+ cmnd và thẻ ATM từ 20t trở lên 👆👆giải ngân sau 60p đăng ký 
https://shorten.asia/FFZvW5yc",['dangerous_content']
60,7bd391d3-7dba-4a46-bb4f-dc78142f595a,Lưu Thị Liên  đm k phải 29 mới lấy thì đám cưới m năm sau là đám dỗ luôn á kkkk m thì chó láy,"['harassment', 'hate_speech']"
61,7428866a-f56b-43e8-894a-46f671cd5eb7,Lương Thủy Hiền bạn ơi cho mình xin video với ạ,['normal']
62,15c2da3f-2136-4310-b512-383e7a8182d0,Xinh Nguyên con quy dj làm cái zú gì mà xấu ds,['sexaully_explixit']
63,58f4ad9c-d2bf-441e-be77-8e7777f9b703,"Nguyễn Thương 1 bộ sưu tập váy này, đẹp qá. Tậu mấy cái đi",['normal']
64,4c7f9ee9-26c3-4c33-84e3-8ebae9953100,nói thẳng ra Zeref ngu vcl ra. đánh sp toàn lỗi... xem đánh baldum mới là buồn cười :v,['hate_speech']
65,60bbb34b-be36-4d70-88ce-9aea4bb30c57,Cái này mà ngực á hả. Nhìn y chang như vếu của mấy ông su mô 😑,['sexaully_explixit']
66,db0d4327-af2e-48e7-b76c-5a5661c57c7e,Ua do la day deo tay hay day chuyen z ban,['normal']
67,5e8dc4f5-5da7-49da-a195-fb6088bad47f,Tụi đâuu có ăn cái dì của mấy bạn đâuu mà mấy bạn chê tuii mập :v,['normal']
68,86e546b0-8caa-4071-86dd-67c07d25e6ce,Diem Nguyen chuẩn bị tinh thần vậy! Ch có bị nứt cổ gà kh?,['normal']
69,0348c779-96bf-463d-846b-42bade8eb23f,“ địt con mẹ” nghe mà ngứa hết cả tay. Tao ghét nhất những thứ tiếng đấy! Lấz tay thụt vô mồm thối của nó và đưa hết chúng nó về nơi sản xuất.,['hate_speech']
70,a4fd7ca8-3687-4c8e-9043-c6c73ba1464a,Video Full HdEM hotgirl Thiên MyMy hot girl Bigo nóng bỏng các đồng dâm vào để xem----> Phim 18+,['sexaully_explixit']
71,5f428bcd-5008-460c-9af4-703fdb1ae5a3,"HỖ TRỢ VAY TỪ 500-15TR .GIẢI NGÂN TRONG 24H.miễn phí 0% trong 15 ngày đầu. 
https://shorten.asia/EF97Gmyx",['dangerous_content']
72,a447b9f8-9ead-41eb-aba8-8a1252ecbd7d,Dịt tổ tôi hôm lâu cũng suý bị lưa mấy con lồn này cứ pải sát ớt vào lồn nó . Vô học thất đức,['harassment']
73,48467adb-c70b-46a7-9262-62cd48332f09,Ni Na Nguyễn m có muốn là con chó đầu tiên k trinh😂😂😂,['hate_speech']
74,111300d5-cf40-47ba-a447-e7ced2b7f72d,Hồi Hòa vậy thì chúc ng đẹp ngủ ngon nha 😴,['normal']
75,b414f26b-8c76-406f-aa71-dd6baaf0a815,Sip e 3 mask xanh 2 vàng với 4 cơm cháy mỡ hành ạ. 64 nguyễn chí thanh 0353844584,['normal']
76,c8d8c981-4035-4b8a-bb53-c0508a000dd8,"Hoànn Xuân Nguyễn fan Việt Nam cái đầu buồi nhà m. Éo biết m theo dõi vn dc bao lâu, chơi lq được mấy mùa. Fan phong trào thì nói mẹ m đi. Lúc fl chưa vô địch dtdv lúc đó chắc m đang bú cc ở xó nào r. Dân Vn éo ai cần loại fan sv dân trí thua súc sinh như m. Những thành phần như m chỉ làm ô uế đất nước chứ éo có cc gì tự hào",['hate_speech']
77,da715f2f-bc5d-4e46-ae7f-a1aefdaae5a4,"Tamudios!!!!! Ídolo por siempre !!símbolo de lo q es llevar el españolismo en vena 
Gracias 23 🔵⚪️",['normal']
78,e4814c30-b35c-4d9a-ae14-1acb994c211b,Nguyễn Võ đang địt người này mà tâm trí nhớ về người khác . hk dc hk dc,['sexaully_explixit']
79,7e12a364-8c2a-4bdf-8466-998b6bcfb590,Lê Thị Thanh Bình  m tag t vô làm t từ bê đê chuyển sang giới tính nữ mất rồi😍😂,['normal']
80,6b3ea033-41b5-4bd2-81ce-b7cdfa5053b1,Lunes y con ese horario ... normal que no asista mucha gente !!!!,['normal']
81,a409bbe1-64af-44d1-8776-995eefed065e,Thùy Dung  nảy t mới coi khúc nó nhảy vực ak,['normal']
82,22886592-f241-4c86-a564-9ad81e0c5b80,Như thế là lạc hậu đó... là tối cổ chứ đéo phải trong sạch gì đâu? Ngu,['hate_speech']
83,9d542642-7624-47b9-9083-27dbf757d8f1,Dạ em ib báo giá và tư vấn cho chị nha ,['normal']
84,a69d19ca-1f69-439e-9f5d-695a1902a91f,Xem live cj My là tốn tiền bởi sp rất đẹp giá cả phải chăng,['normal']
85,d66078fc-c975-4ff3-8ddb-a06de4c04279,"1 đơn công ty trả 80%
Thay vì bán 1 sản phẩm lời 50k_100k hãy thử kinh doanh sản phẩm số nhé, vừa học vừa làm kiếm tiền mà vốn chỉ bỏ 1 lần làm mãi mãi. 😘
#Edunetwork🤙
",['dangerous_content']
86,d7e12f77-5e5b-4843-99e6-fd701a268441,"Xin chào bạn Thái Phước, GoViet rất tiếc vì sự bất tiện này, GoViet đã gửi tin nhắn riêng (inbox) đến bạn, bạn vui lòng phản hồi để GoViet nhanh chóng hỗ trợ kịp thời vấn đề của bạn nha. Đừng ngần ngại liên hệ GoViet nếu bạn cần thêm thông tin nhé! Cảm ơn bạn <3",['normal']
87,620b0e69-ea26-4b72-b3fe-f2cfbb511005,"Biểu cảm caca cảm động trước chân tình của người em trai, đúng là tình mẫu tử sâu đậm...",['normal']
88,805a7337-bec3-4a6b-8ceb-1d263519290f,"Ngọc Thơ ơi! Mộc An đã nhắn tin cho bạn thông tin về Nước hoa khô, bạn vui lòng check trong Tin nhắn nhé!",['normal']
89,89d338b1-2153-49dc-b6af-77bad1b32348,Pham Manh Khoi cũng thích mua lắm mà vợ nó k cho 😏,['normal']
90,5871bb06-6e20-41b1-9360-b26bab8da7e9,"Chào em, em kiểm tra tin nhắn Facebook (cả mục tin nhắn chờ) nhé ;) Elight vừa gửi tin nhắn để hỗ trợ em về sách rồi đó <3

Ngoài ra, em có thể đọc thử và đặt mua sách trực tiếp tại website: bit.ly/elightbook-review <3",['normal']
91,28aaca1b-0897-4ea3-b1ea-2c04bf67038c,"😍ĐĂNG KÝ SIÊU TỐC😍
⏫chỉ cần CMND+SỐ ĐIỆN THOẠI 
⏫đăng ký online không phí trước sau 
💰Giải ngân nhanh (ấn link để tham khảo miễn phí)
🌺 https://sites.google.com/view/hotro-taichinh/trang-ch%E1%BB%A7",['dangerous_content']
92,344f9b68-8d49-4157-bfb1-b0787ff90e18,Hình như em uống sữa Milo từ bé tới giờ luôn đó chị yêu ơi,['normal']
93,cb14e8cf-c118-43a4-aa7b-7c7cae015b92,Nguyễn Thị Quế Thanh tạo hình trong phim đẹp hơn ngoài nữa,['normal']
94,93f5675e-5a2f-4b0f-97c1-f52d81794a41,Đông Hoàng  bạn vui lòng truy cập page Tuyển Dụng của F88 để xem thông tin tuyển dụng của F88 nhé.,['normal']
95,13171a96-63a9-4e25-8af4-46e4db39e563,Video full HD EM gái nổi tiếngbé Uyên đà nẵng nóng bỏng các đồng dâm thưởng thức ở đây ----> Phim 18+,['sexaully_explixit']
96,2f5e7dbe-d64a-4333-bc0a-74bfdd0c025e,Trần Quang Hiệp ngu thì đứng 4 thôi đừng bảo là chiến thuật :)),['harassment']
97,616745ed-0ac6-404a-aa03-12279f795a3f,sợ cắt xong ko còn thần thái mà thành bần thần quá =)),['normal']
98,e0db3a2d-77e1-47ef-9345-edba05b15c68,Cưới nhau 4 tháng Ly hôn. Đó cũng là hết duyên .)),['normal']
99,94cf3578-c154-4157-bd16-02b67b4cf782,Dm thằng lôn mày nghèo chắc mày ko có vk hả,['hate_speech']
100,835568ff-7c25-482f-9582-3d318b568a98,Suốt ngày thấy 2 anh chi di cung nhau à..2 anh chị làm 1 đôi đi ah ^^,['normal']
101,448a22fa-25b6-40b2-aa6f-447781120013,Cò gì nhắn tin riêng trên inbox với mình nhé! Thanks bạn!,['normal']
102,77029b3c-ab82-46fe-b6e2-ac24a255cd10,"💥Tổng hợp các gói VAY NHANH -UY TÍN 
🌺O% lãi xuất cho lần vay đầu 
💥 Hỗ trợ từ 18tuoi trở lên 
⭐️Hỗ trợ NỢ XẤU 
🌸Vay nhanh 15p e cần CMND 
☀️Hỗ trợ 500k-200trieu 
💐💐💐 Lãi xuất cạnh tranh.   
Giải ngân trong ngày.                          Kích tại đây để lựa chọn gói vay phu hợp :http://sites.google.com/view/vay-ti-24h/trang-ch%E1%BB%A7",['dangerous_content']
103,b5d19333-8701-413c-9d0a-2092293dd4e1,Show hình thị dâm vì đam mê qua tường em xem nhé :*❣:D:D<3  1550776772077,['sexaully_explixit']
104,d087f960-fcad-4a15-aa35-05a7983dde5d,Ngân Cindy đó là chuyện đã được biết trước :))))) quéo cơm động cơm Tiên tử :))))),['normal']
105,140252fe-9644-488f-baf0-0a3331f1dcf5,"bạn mình đang sống ở nước ngoài, anh ấy có 1 con trai và 1 con gái, anh ấy bảo sau này con trai lớn thì cho lấy vợ Việt, còn con gái lớn thì nhất định phải lấy chồng tây. Đương nhiên ở đâu cũng có người này người khác, nhưng nhìn tổng thể thì đàn ông Việt nam vừa xấu về hình thức, vừa xấu cả nội dung.",['harassment']
106,bdc28418-c0ad-4b0e-a23f-915ae7e0bb82,Chúc sinh nhật vui vẻ và gặp được nhiều may mắn trong cuộc sống nhé,['normal']
107,64dca9e3-7efc-4577-a5fc-233847ec46f2,"Suong Le Đăng ký hồ sơ trực tuyến trên website và giải ngân về thẻ ATM, chỉ cần có CMND là vay được. cần vay ib mình tư vấn nhé",['dangerous_content']
108,43ebe3a5-dfab-4aa4-820e-841891a30cf7,"Mình nghe thì cute phô mai que cô ợ
Cơ mà chị nghĩ chắc nó bị bà chị xinh đẹp đây chửi cũng hơi bị giật mình, mà cũng hơi cáu máu đớiii 😅😅",['normal']
109,aee0a513-1bb3-4afc-843c-29d0f2da5873,Anh ơi e muốn cắt hình anh cr7 a cắt đc k ạ,['normal']
110,b2fa3bc2-ae32-4392-9cfc-74aa7fac43e2,"Khôn khôn vẫn thần thái khiến con dân gục ngã =)) Chu chính đình chính là người cướp mẹ con tim tao =)) Vương Hạc đệ vẫn ngầu soái , nói chung các tiểu thịt tươi này là những con người biết hút máu nhưnggg NHƯNG tới lúc FAN CHẤNG CHẤNG vâng 9 là con người ấy đã đổ biết bao nhiêu muối vào tâm hồn taoooo =))) trời cho Chấng nhan sắc nhưng vẫn không biết sử dụng :v",['normal']
111,da586acd-56c1-4240-a1a7-fe53e9845737,Nguyễn Thắm có hành động dâm ô với bé gái 6t trong thang máy nhá!!,['sexaully_explixit']
112,64260018-78c7-4bf5-8e6d-468929fb244d,"Nguyenhiep Nguyen :)) ngu như m đòi ỉa nhà ai debate k đc mẹ vs con lmj
Nói chung n đéo đủ đẳng cấp nhóc ác :)","['hate_speech', 'harassment']"
113,e7a664cb-fa21-4016-8106-54ca3c8f1a90,"Phun môi pha lê phủ bóng collagen tế bào gốc giá trọn gói vừa xử lý môi thâm, vừa phun giá 2.000.000 (đối với môi chưa làm qua ) em nhé",['normal']
114,5510b45e-03e2-4da1-ba9a-b98b77ec1c38,Trang Trang  😁🤤😋 một e gái hay cũng e gái đó ,['normal']
115,6b85123e-617f-47a2-ae9c-d2429e606f80,Nguyen Nhat Doan Trang ai nằm  ngay vựa  dừa  nhà c. lun á c hihi,['normal']
116,d7597380-9087-4840-ac23-0cbf90b5cfc5,"Chào bạn Dũng Còii, hiện nay GoViet chưa có dịch vụ tại Vũng Tàu bạn nha. GoViet sẽ cố gắng mang dịch vụ của mình đến với nhiều khu vực hơn nữa vào thời gian tới. Hy vọng có thể cùng bạn đồng hành vào một ngày không xa nhé.",['normal']
117,e22b65c3-0791-4229-8f7f-4967267545d4,"Có cavet chính chủ vay ở tima tối đa 50tr, hỗ trợ khách ở Hà Nội và Thành phố Hồ Chí Minh ❤️ 
Tima, https://shorten.asia/8XhwMVdU",['dangerous_content']
118,d53ea845-c31f-4148-b7a2-dde09af357e9,Ha Lulu thế mai đổi sang sờ mát gạch thôi nhể,['normal']
119,a2c77245-c805-4d8a-b26d-e52de9a733c6,Bên mình còn son hồng cam san hô bạn ạ. Vui lòng đặt hàng tại link dưới đây giúp mình nhé: http://lamdepcungha.com/CachChonSonDuongMoi#sonmau,['normal']
120,a6d3fb9a-0005-4ee1-80e1-40e839299330,"m best tự vả, t còn đ hiểu nữa, khỏi p nói :V",['hate_speech']
121,53f04825-496a-42f5-b73b-7ae398d9197f,Sống Ảo Plus dumoe bà chu choa nưng lồn quá chừng,['sexaully_explixit']
122,561f5201-28f6-40eb-b0e8-097156835f5e,Địt mẹ anh cút mẹ luôn đi ... yeuduong clg nữa ,"['harassment', 'hate_speech']"
123,62fd3780-0e75-4679-9d2b-701c2eb8fee9,"BẠN ĐANG KHÓ KHĂN VỀ TÀI CHÍNH 💁‍♀️ Sẽ Có NGay sau 30p
VAY TỪ  500k-15tr
TrẢ GIÓP TRONG 3 THÁNG
MIỂN PHÍ LÃI SUẤT 10 NGÀY ĐẦU 
CHỈ CẦN 💁‍♀️ CMND +ATM
NỢ SẤU CỦNG VAY ĐƯỢC 
NHẤN  👇👇👇để đăng kí mphi
https://shorten.asia/SRMhPDW1

Link TAMO. VN
https://shorten.asia/8V3XRaTP",['dangerous_content']
124,6330f08f-e6f7-41cd-abd8-90c6dfc6ddb9,Vi Hoạt em em cái dkm m luôn. Tao địt mẹ mày đẻ đc ra mày đấy. Sủa cho lắm vào để tao xem trụ nổi 2 tháng nữa k. ,"['sexaully_explixit', 'hate_speech']"
125,e9ac95a8-5878-417a-b3f7-3acee79f311f,Vừa về nhà rồi mẹ đang bôi lá trầu cho. Đù đen thế k biết tự dưng bị,['hate_speech']
126,dce8f052-c472-4941-80bf-a5b55bd3b339,Nguyễn Duy Tâm làm luôn cho nóng chứ mai tình gì🤣,['normal']
127,6679eb55-b833-4363-ae34-4dbb618885a6,Sang Chảnh Bạn vui lòng inbox có nhân viên hỗ trợ ngay,['normal']
128,f5d61ae0-8418-49c9-98e3-650d36b31832,Đỗ Thuỳ Linh ngoài rai ra t còn mê ngắm gái nữa🤣,['normal']
